STATE,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,TOTAL ELECTORS
Bihar,DARBHANGA,GOPAL JEE THAKUR,1,BJP,MALE,0,49,GENERAL,Post Graduate,"Rs 1,93,01,808
 ~ 1 Crore+","Rs 10,39,660
 ~ 10 Lacs+",1654811
Chhattisgarh,SARGUJA,MAYA BHAGAT,0,BSP,FEMALE,0,40,ST,Post Graduate,"Rs 78,49,844
 ~ 78 Lacs+","Rs 0
 ~",1655239
Chhattisgarh,SARGUJA,KHEL SAI SINGH,0,INC,MALE,0,72,ST,Post Graduate,"Rs 7,60,86,898
 ~ 7 Crore+","Rs 70,70,521
 ~ 70 Lacs+",1655239
Chhattisgarh,SARGUJA,RENUKA SINGH SARUTA,1,BJP,FEMALE,0,55,ST,12th Pass,"Rs 2,76,82,493
 ~ 2 Crore+","Rs 32,51,275
 ~ 32 Lacs+",1655239
Chhattisgarh,SARGUJA,ASHA DEVI POYA,0,GGP,FEMALE,0,44,ST,Graduate Professional,"Rs 27,68,500
 ~ 27 Lacs+","Rs 10,00,000
 ~ 10 Lacs+",1655239
Gujarat,SURAT,ASHOK PATEL (ADHEVADA),0,INC,MALE,0,45,GENERAL,8th Pass,"Rs 1,90,12,482
 ~ 1 Crore+","Rs 31,25,964
 ~ 31 Lacs+",1655704
Gujarat,SURAT,DARSHANA VIKRAM JARDOSH,1,BJP,FEMALE,0,58,GENERAL,Graduate,"Rs 2,38,72,876
 ~ 2 Crore+","Rs 0
 ~",1655704
Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,0,INC,MALE,0,65,GENERAL,Graduate Professional,"Rs 5,44,90,955
 ~ 5 Crore+","Rs 19,34,855
 ~ 19 Lacs+",1655870
Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),1,BJP,MALE,2,54,GENERAL,Others,"Rs 7,70,43,053
 ~ 7 Crore+","Rs 78,10,840
 ~ 78 Lacs+",1655870
Madhya Pradesh,SHAHDOL,BAHAN KESHKALI KOL,0,CPI(M),FEMALE,0,31,ST,12th Pass,"Rs 2,23,200
 ~ 2 Lacs+","Rs 20,000
 ~ 20 Thou+",1656474
Madhya Pradesh,SHAHDOL,MOHDAL SINGH PAV,0,BSP,MALE,0,65,ST,10th Pass,"Rs 8,26,000
 ~ 8 Lacs+","Rs 0
 ~",1656474
Madhya Pradesh,SHAHDOL,PRAMILA SINGH,0,INC,FEMALE,0,50,ST,Post Graduate,"Rs 2,04,91,903
 ~ 2 Crore+","Rs 39,13,894
 ~ 39 Lacs+",1656474
Madhya Pradesh,SHAHDOL,HIMADRI SINGH,1,BJP,FEMALE,0,32,ST,Graduate,"Rs 3,65,64,408
 ~ 3 Crore+","Rs 17,36,289
 ~ 17 Lacs+",1656474
Madhya Pradesh,SHAHDOL,VIMAL SINGH KORCHE,0,GGP,MALE,0,27,ST,10th Pass,"Rs 9,32,000
 ~ 9 Lacs+","Rs 0
 ~",1656474
Gujarat,JAMNAGAR,KANDORIYA MULUBHAI RANMALBHAI,0,INC,MALE,1,60,GENERAL,Graduate,"Rs 29,08,28,040
 ~ 29 Crore+","Rs 4,38,38,249
 ~ 4 Crore+",1657166
Gujarat,JAMNAGAR,POONAMBEN HEMATBHAI MAADAM,1,BJP,FEMALE,0,44,GENERAL,Graduate,"Rs 42,73,31,034
 ~ 42 Crore+","Rs 9,86,32,194
 ~ 9 Crore+",1657166
Haryana,KURUKSHETRA,JAI BHAGWAN SHARMA (DD),0,JNJP,MALE,0,57,GENERAL,Graduate,"Rs 13,42,93,739
 ~ 13 Crore+","Rs 43,73,215
 ~ 43 Lacs+",1657335
Haryana,KURUKSHETRA,SHASHI,0,BSP,FEMALE,0,59,GENERAL,Graduate Professional,"Rs 5,48,61,000
 ~ 5 Crore+","Rs 0
 ~",1657335
Haryana,KURUKSHETRA,NIRMAL SINGH,0,INC,MALE,1,66,GENERAL,Graduate,"Rs 12,63,85,687
 ~ 12 Crore+","Rs 7,04,496
 ~ 7 Lacs+",1657335
Haryana,KURUKSHETRA,NAYAB SINGH,1,BJP,MALE,0,49,GENERAL,Graduate Professional,"Rs 3,57,85,621
 ~ 3 Crore+","Rs 57,20,000
 ~ 57 Lacs+",1657335
Haryana,KURUKSHETRA,ARJUN SINGH CHAUTALA,0,INLD,MALE,0,26,GENERAL,12th Pass,"Rs 6,30,59,996
 ~ 6 Crore+","Rs 17,48,226
 ~ 17 Lacs+",1657335
Bihar,PURVI CHAMPARAN,AAKASH KUMAR SINGH,0,BLSP,MALE,Not Available,27,GENERAL,Not Available,Not Available,Not Available,1658672
Bihar,PURVI CHAMPARAN,PRABHAKAR JAISWAL,0,CPI(M),MALE,1,55,GENERAL,12th Pass,"Rs 29,02,51,911
 ~ 29 Crore+","Rs 3,67,711
 ~ 3 Lacs+",1658672
Bihar,PURVI CHAMPARAN,SATYAM YADAV,0,BNDl,MALE,1,30,GENERAL,8th Pass,"Rs 25,95,500
 ~ 25 Lacs+","Rs 77,904
 ~ 77 Thou+",1658672
Bihar,PURVI CHAMPARAN,SACHIN PASWAN,0,RAHIS,MALE,1,34,SC,8th Pass,"Rs 25,97,200
 ~ 25 Lacs+","Rs 0
 ~",1658672
Bihar,PURVI CHAMPARAN,RADHA MOHAN SINGH,1,BJP,MALE,1,69,GENERAL,Graduate,"Rs 3,37,91,375
 ~ 3 Crore+","Rs 11,46,627
 ~ 11 Lacs+",1658672
Bihar,PURVI CHAMPARAN,SHOBHA DEVI,0,SSD,FEMALE,0,42,GENERAL,Literate,"Rs 2,10,000
 ~ 2 Lacs+","Rs 0
 ~",1658672
Bihar,KISHANGANJ,SYED MAHMOOD ASHRAF,0,JD(U),MALE,4,54,GENERAL,12th Pass,"Rs 1,98,54,930
 ~ 1 Crore+","Rs 35,98,799
 ~ 35 Lacs+",1659651
Bihar,KISHANGANJ,DR. MOHAMMAD JAWED,1,INC,MALE,1,54,GENERAL,Graduate Professional,"Rs 9,09,73,803
 ~ 9 Crore+","Rs 53,83,958
 ~ 53 Lacs+",1659651
Bihar,KISHANGANJ,RAJESH KUMAR DUBEY,0,IND,MALE,0,42,GENERAL,Graduate,"Rs 5,07,291
 ~ 5 Lacs+","Rs 0
 ~",1659651
Bihar,KISHANGANJ,AKHTARUL IMAN,0,AIMIM,MALE,4,55,GENERAL,Post Graduate,"Rs 72,62,890
 ~ 72 Lacs+","Rs 19,08,918
 ~ 19 Lacs+",1659651
West Bengal,KANTHI,ADHIKARI SISIR,1,AITC,MALE,3,77,GENERAL,12th Pass,"Rs 3,39,79,650
 ~ 3 Crore+","Rs 0
 ~",1660147
West Bengal,KANTHI,PARITOSH PATTANAYAK,0,CPI(M),MALE,3,38,GENERAL,Post Graduate,"Rs 8,88,311
 ~ 8 Lacs+","Rs 0
 ~",1660147
West Bengal,KANTHI,DIPAK KUMAR DAS,0,INC,MALE,0,65,GENERAL,Post Graduate,"Rs 94,44,884
 ~ 94 Lacs+","Rs 2,32,960
 ~ 2 Lacs+",1660147
West Bengal,KANTHI,DR. DEBASIS SAMANTA,0,BJP,MALE,0,46,GENERAL,Post Graduate,"Rs 1,92,92,281
 ~ 1 Crore+","Rs 60,00,000
 ~ 60 Lacs+",1660147
Madhya Pradesh,UJJAIN,BABULAL MALVIYA,0,INC,MALE,1,56,SC,5th Pass,"Rs 21,81,243
 ~ 21 Lacs+","Rs 17,85,483
 ~ 17 Lacs+",1661229
Madhya Pradesh,UJJAIN,ANIL FIROJIYA,1,BJP,MALE,0,47,SC,12th Pass,"Rs 2,64,17,937
 ~ 2 Crore+","Rs 32,03,766
 ~ 32 Lacs+",1661229
Odisha,BHADRAK,MANJULATA MANDAL,1,BJD,FEMALE,0,42,SC,Graduate,"Rs 3,94,17,891
 ~ 3 Crore+","Rs 89,58,149
 ~ 89 Lacs+",1661661
Odisha,BHADRAK,MADHUMITA SETHI,0,INC,FEMALE,0,42,SC,Post Graduate,"Rs 2,38,38,000
 ~ 2 Crore+","Rs 23,84,493
 ~ 23 Lacs+",1661661
Odisha,BHADRAK,AVIMANYU SETHI,0,BJP,MALE,0,49,SC,Post Graduate,"Rs 4,72,23,493
 ~ 4 Crore+","Rs 1,21,50,231
 ~ 1 Crore+",1661661
Gujarat,PORBANDAR,SAMATBHAI GOVABHAI KADAVALA,0,BSP,MALE,0,44,GENERAL,8th Pass,"Rs 3,00,000
 ~ 3 Lacs+","Rs 3,58,662
 ~ 3 Lacs+",1662368
Gujarat,PORBANDAR,LALIT VASOYA,0,INC,MALE,2,57,GENERAL,12th Pass,"Rs 2,32,84,746
 ~ 2 Crore+","Rs 5,09,206
 ~ 5 Lacs+",1662368
Gujarat,PORBANDAR,RAMESHBHAI LAVJIBHAI DHADUK,1,BJP,MALE,0,57,GENERAL,10th Pass,"Rs 35,75,64,783
 ~ 35 Crore+","Rs 21,79,44,697
 ~ 21 Crore+",1662368
Uttar Pradesh,BIJNOR,MALOOK NAGAR,1,BSP,MALE,7,53,GENERAL,Graduate,"Rs 2,49,96,28,021
 ~ 249 Crore+","Rs 1,01,61,48,176
 ~ 101 Crore+",1664125
Uttar Pradesh,BIJNOR,NASIMUDDIN SIDDIQUI,0,INC,MALE,1,59,GENERAL,Graduate Professional,"Rs 13,07,39,688
 ~ 13 Crore+","Rs 0
 ~",1664125
Uttar Pradesh,BIJNOR,RAJA BHARATENDRA SINGH,0,BJP,MALE,3,55,GENERAL,Graduate,"Rs 4,98,67,061
 ~ 4 Crore+","Rs 0
 ~",1664125
Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,0,TDP,MALE,0,45,GENERAL,Graduate,"Rs 37,38,87,429
 ~ 37 Crore+","Rs 8,45,50,726
 ~ 8 Crore+",1664160
Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,1,YSRCP,MALE,2,48,GENERAL,Doctorate,"Rs 1,17,73,091
 ~ 1 Crore+","Rs 11,35,547
 ~ 11 Lacs+",1664160
Andhra Pradesh,ANANTAPUR,D.JAGADEESH,0,CPI(M),MALE,9,58,GENERAL,8th Pass,"Rs 2,56,13,277
 ~ 2 Crore+","Rs 27,61,973
 ~ 27 Lacs+",1664160
Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,0,INC,MALE,0,29,GENERAL,Graduate Professional,"Rs 72,64,263
 ~ 72 Lacs+","Rs 17,00,000
 ~ 17 Lacs+",1664160
Bihar,VALMIKI NAGAR,SURESH SAH,0,IND,MALE,0,54,GENERAL,Others,"Rs 46,45,464
 ~ 46 Lacs+","Rs 0
 ~",1665502
Bihar,VALMIKI NAGAR,BAIDYANATH PRASAD MAHTO,1,JD(U),MALE,4,62,GENERAL,10th Pass,"Rs 1,79,34,888
 ~ 1 Crore+","Rs 29,15,945
 ~ 29 Lacs+",1665502
Bihar,VALMIKI NAGAR,SUSHMA DEVI,0,SHS,FEMALE,2,38,GENERAL,Post Graduate,"Rs 4,17,80,000
 ~ 4 Crore+","Rs 1,00,000
 ~ 1 Lacs+",1665502
Bihar,VALMIKI NAGAR,DEEPAK YADAV,0,BSP,MALE,1,42,GENERAL,Graduate Professional,"Rs 56,94,31,975
 ~ 56 Crore+","Rs 24,09,792
 ~ 24 Lacs+",1665502
Bihar,VALMIKI NAGAR,SHASHWAT KEDAR,0,INC,MALE,0,32,GENERAL,Graduate,"Rs 2,14,70,456
 ~ 2 Crore+","Rs 17,28,000
 ~ 17 Lacs+",1665502
Bihar,VALMIKI NAGAR,RAKESH KEWAT,0,RAHIS,MALE,0,35,GENERAL,8th Pass,"Rs 1,55,16,300
 ~ 1 Crore+","Rs 7,65,000
 ~ 7 Lacs+",1665502
Uttar Pradesh,SITAPUR,NAKUL DUBEY,0,BSP,MALE,1,53,GENERAL,Graduate Professional,"Rs 3,42,86,356
 ~ 3 Crore+","Rs 0
 ~",1666126
Uttar Pradesh,SITAPUR,QAISER JAHAN,0,INC,FEMALE,1,45,GENERAL,8th Pass,"Rs 1,25,60,808
 ~ 1 Crore+","Rs 42,84,514
 ~ 42 Lacs+",1666126
Uttar Pradesh,SITAPUR,RAJESH VERMA,1,BJP,MALE,1,58,GENERAL,Post Graduate,"Rs 7,31,29,716
 ~ 7 Crore+","Rs 1,08,148
 ~ 1 Lacs+",1666126
Uttar Pradesh,KAIRANA,TABASSUM BEGUM,0,SP,FEMALE,0,48,GENERAL,10th Pass,"Rs 2,14,04,646
 ~ 2 Crore+","Rs 11,93,748
 ~ 11 Lacs+",1666703
Uttar Pradesh,KAIRANA,HARENDRA SINGH MALIK,0,INC,MALE,0,64,GENERAL,Graduate,"Rs 5,72,66,147
 ~ 5 Crore+","Rs 50,82,884
 ~ 50 Lacs+",1666703
Uttar Pradesh,KAIRANA,PRADEEP KUMAR,1,BJP,MALE,5,48,GENERAL,Post Graduate,"Rs 1,72,92,937
 ~ 1 Crore+","Rs 13,00,000
 ~ 13 Lacs+",1666703
Telangana,WARANGAL,DAYAKAR PASUNOORI,1,TRS,MALE,0,51,SC,Graduate,"Rs 2,48,89,712
 ~ 2 Crore+","Rs 14,28,227
 ~ 14 Lacs+",1666770
Telangana,WARANGAL,BUNGA JYOTHI RAMANA,0,AHNP,FEMALE,1,45,SC,Graduate,"Rs 16,65,000
 ~ 16 Lacs+","Rs 3,00,000
 ~ 3 Lacs+",1666770
Telangana,WARANGAL,DOMMATI SAMBAIAH,0,INC,MALE,0,56,SC,Graduate,"Rs 1,22,11,566
 ~ 1 Crore+","Rs 55,52,696
 ~ 55 Lacs+",1666770
Telangana,WARANGAL,CHINTHA SAMBAMURTHY,0,BJP,MALE,0,65,SC,12th Pass,"Rs 25,03,100
 ~ 25 Lacs+","Rs 6,60,000
 ~ 6 Lacs+",1666770
Telangana,WARANGAL,UPENDER JERIPOTHULA,0,IND,MALE,0,37,SC,Post Graduate,"Rs 6,50,000
 ~ 6 Lacs+","Rs 0
 ~",1666770
Bihar,SARAN,SHEOJEE RAM,0,BSP,MALE,1,44,SC,Graduate,"Rs 11,000
 ~ 11 Thou+","Rs 0
 ~",1667253
Bihar,SARAN,CHANDRIKA ROY,0,RJD,MALE,3,61,GENERAL,Doctorate,"Rs 9,69,44,980
 ~ 9 Crore+","Rs 19,01,831
 ~ 19 Lacs+",1667253
Bihar,SARAN,RAJIV PRATAP RUDY,1,BJP,MALE,0,58,GENERAL,Post Graduate,"Rs 8,07,40,349
 ~ 8 Crore+","Rs 0
 ~",1667253
Bihar,SARAN,SHIV BRAT SINGH,0,IND,MALE,0,53,GENERAL,Doctorate,"Rs 76,98,001
 ~ 76 Lacs+","Rs 3,00,000
 ~ 3 Lacs+",1667253
Uttar Pradesh,SALEMPUR,R S KUSHWAHA,0,BSP,MALE,0,62,GENERAL,Others,"Rs 11,52,46,002
 ~ 11 Crore+","Rs 2,65,057
 ~ 2 Lacs+",1667282
Uttar Pradesh,SALEMPUR,RAJESH KUMAR MISHRA,0,INC,MALE,1,61,GENERAL,Doctorate,"Rs 1,30,88,751
 ~ 1 Crore+","Rs 9,03,849
 ~ 9 Lacs+",1667282
Uttar Pradesh,SALEMPUR,RAVINDER,1,BJP,MALE,0,55,GENERAL,12th Pass,"Rs 2,70,31,724
 ~ 2 Crore+","Rs 2,49,400
 ~ 2 Lacs+",1667282
Uttar Pradesh,SALEMPUR,RAJARAM,0,SBSP,MALE,0,54,GENERAL,10th Pass,"Rs 63,10,007
 ~ 63 Lacs+","Rs 0
 ~",1667282
Jharkhand,HAZARIBAGH,RAMAVTAR MAHTO,0,IND,MALE,0,34,GENERAL,12th Pass,"Rs 17,90,000
 ~ 17 Lacs+","Rs 0
 ~",1667465
Jharkhand,HAZARIBAGH,BHUBNESHWAR PRASAD MEHTA,0,CPI(M),MALE,1,73,GENERAL,12th Pass,"Rs 3,89,58,977
 ~ 3 Crore+","Rs 0
 ~",1667465
Jharkhand,HAZARIBAGH,GOPAL PRASAD SAHU,0,INC,MALE,0,74,GENERAL,Graduate,"Rs 34,61,74,281
 ~ 34 Crore+","Rs 2,18,67,709
 ~ 2 Crore+",1667465
Jharkhand,HAZARIBAGH,JAYANT SINHA,1,BJP,MALE,0,55,GENERAL,Post Graduate,"Rs 77,07,49,002
 ~ 77 Crore+","Rs 19,32,71,437
 ~ 19 Crore+",1667465
Jharkhand,HAZARIBAGH,MD. MOIN UDDIN AHMAD,0,IND,MALE,1,42,GENERAL,Graduate,"Rs 28,76,762
 ~ 28 Lacs+","Rs 60,000
 ~ 60 Thou+",1667465
Andhra Pradesh,NARASARAOPET,RAYAPATI SAMBASIVARAO,0,TDP,MALE,0,75,GENERAL,Graduate,"Rs 43,79,40,180
 ~ 43 Crore+","Rs 12,33,171
 ~ 12 Lacs+",1670391
Andhra Pradesh,NARASARAOPET,LAVU SRI KRISHNA DEVARAYALU,1,YSRCP,MALE,0,35,GENERAL,Graduate Professional,"Rs 17,77,10,073
 ~ 17 Crore+","Rs 1,01,42,413
 ~ 1 Crore+",1670391
Andhra Pradesh,NARASARAOPET,NAYUB KAMAL SHAIK,0,JnP,MALE,0,52,GENERAL,12th Pass,"Rs 5,52,64,531
 ~ 5 Crore+","Rs 54,68,120
 ~ 54 Lacs+",1670391
Andhra Pradesh,NARASARAOPET,KANNA LAKSHMI NARAYANA,0,BJP,MALE,0,64,GENERAL,Graduate,"Rs 39,13,60,844
 ~ 39 Crore+","Rs 2,25,61,506
 ~ 2 Crore+",1670391
Gujarat,VALSAD,KISHORBHAI RAMANBHAI PATEL (RAJUBHAI),0,BSP,MALE,0,54,ST,10th Pass,"Rs 26,50,000
 ~ 26 Lacs+","Rs 0
 ~",1671030
Gujarat,VALSAD,CHAUDHARI JITUBHAI HARJIBHAI,0,INC,MALE,1,54,ST,8th Pass,"Rs 66,11,455
 ~ 66 Lacs+","Rs 0
 ~",1671030
Gujarat,VALSAD,DR.K.C.PATEL,1,BJP,MALE,0,69,ST,Graduate Professional,"Rs 6,82,39,480
 ~ 6 Crore+","Rs 0
 ~",1671030
Gujarat,CHHOTA UDAIPUR,RATHVA FURKANBHAI BALAJIBHAI,0,BSP,MALE,0,48,ST,Literate,"Rs 8,80,000
 ~ 8 Lacs+","Rs 5,00,000
 ~ 5 Lacs+",1671253
Gujarat,CHHOTA UDAIPUR,RATHAVA RANJITSINH MOHANSINH,0,INC,MALE,0,53,ST,Graduate,"Rs 3,47,21,898
 ~ 3 Crore+","Rs 37,69,537
 ~ 37 Lacs+",1671253
Gujarat,CHHOTA UDAIPUR,RATHVA GITABEN VAJESINGBHAI,1,BJP,FEMALE,0,47,ST,12th Pass,"Rs 86,34,660
 ~ 86 Lacs+","Rs 0
 ~",1671253
Andhra Pradesh,NELLORE,BEEDA MASTHAN RAO,0,TDP,MALE,0,60,GENERAL,Graduate,"Rs 1,65,43,92,880
 ~ 165 Crore+","Rs 68,09,73,688
 ~ 68 Crore+",1672845
Andhra Pradesh,NELLORE,ADALA PRABHAKARA REDDY,1,YSRCP,MALE,0,70,GENERAL,12th Pass,"Rs 2,21,16,63,364
 ~ 221 Crore+","Rs 15,22,81,255
 ~ 15 Crore+",1672845
Andhra Pradesh,NELLORE,CHANDRA RAJAGOPAL,0,CPI(M),MALE,2,67,GENERAL,10th Pass,"Rs 23,53,200
 ~ 23 Lacs+","Rs 2,40,000
 ~ 2 Lacs+",1672845
West Bengal,MEDINIPUR,BIPLAB BHATTA,0,CPI(M),MALE,3,50,GENERAL,8th Pass,"Rs 53,06,513
 ~ 53 Lacs+","Rs 7,75,323
 ~ 7 Lacs+",1674236
West Bengal,MEDINIPUR,MANAS RANJAN BHUNIA,0,AITC,MALE,0,67,GENERAL,Graduate Professional,"Rs 6,76,63,831
 ~ 6 Crore+","Rs 26,00,000
 ~ 26 Lacs+",1674236
West Bengal,MEDINIPUR,SAMBHUNATH CHATTAPADHYAY,0,INC,MALE,2,64,GENERAL,Graduate,"Rs 35,48,014
 ~ 35 Lacs+","Rs 0
 ~",1674236
West Bengal,MEDINIPUR,DILIP GHOSH,1,BJP,MALE,14,54,GENERAL,10th Pass,"Rs 45,36,462
 ~ 45 Lacs+","Rs 0
 ~",1674236
Madhya Pradesh,GUNA,DHAKAD LOKENDRA SINGH RAJPOOT,0,BSP,MALE,3,41,GENERAL,Post Graduate,"Rs 12,82,73,308
 ~ 12 Crore+","Rs 5,59,70,713
 ~ 5 Crore+",1675724
Madhya Pradesh,GUNA,JYOTIRADITYA M. SCINDIA,0,INC,MALE,0,48,GENERAL,Post Graduate,"Rs 3,74,56,18,745
 ~ 374 Crore+","Rs 29,00,000
 ~ 29 Lacs+",1675724
Madhya Pradesh,GUNA,"KRISHNA PAL SINGH ""DR. K. P. YADAV""",1,BJP,MALE,0,43,GENERAL,Graduate Professional,"Rs 1,62,66,408
 ~ 1 Crore+","Rs 4,94,053
 ~ 4 Lacs+",1675724
Bihar,KHAGARIA,BANDAN KUMAR SINGH,0,IND,MALE,0,27,GENERAL,10th Pass,"Rs 6,03,000
 ~ 6 Lacs+","Rs 0
 ~",1676454
Bihar,KHAGARIA,PRIADARSHI DINKAR,0,IND,MALE,0,31,GENERAL,Graduate,"Rs 3,21,000
 ~ 3 Lacs+","Rs 0
 ~",1676454
Bihar,KHAGARIA,MUKESH SAHANI,0,VSIP,MALE,4,40,GENERAL,8th Pass,"Rs 11,96,99,803
 ~ 11 Crore+","Rs 1,65,47,563
 ~ 1 Crore+",1676454
Bihar,KHAGARIA,CHOUDHARY MEHBOOB ALI KAISER,1,LJP,MALE,1,52,GENERAL,Graduate,"Rs 10,97,88,313
 ~ 10 Crore+","Rs 0
 ~",1676454
Bihar,KHAGARIA,DHIRENDRA CHAUDHARY,0,AAM,MALE,0,38,GENERAL,8th Pass,"Rs 15,19,500
 ~ 15 Lacs+","Rs 0
 ~",1676454
Bihar,KHAGARIA,MONI KUMAR,0,BMUP,MALE,0,35,SC,12th Pass,"Rs 5,66,260
 ~ 5 Lacs+","Rs 50,000
 ~ 50 Thou+",1676454
Bihar,KHAGARIA,NAGENDRA SINGH TYAGI,0,IND,MALE,4,44,GENERAL,Graduate,"Rs 70,51,000
 ~ 70 Lacs+","Rs 0
 ~",1676454
Karnataka,SHIMOGA,S.MADHUBANGARAPPA,0,JD(S),MALE,1,52,GENERAL,Graduate,"Rs 61,58,87,761
 ~ 61 Crore+","Rs 17,09,09,000
 ~ 17 Crore+",1676668
Karnataka,SHIMOGA,B.Y.RAGHAVENDRA.,1,BJP,MALE,2,46,GENERAL,Graduate,"Rs 67,40,93,851
 ~ 67 Crore+","Rs 1,41,50,647
 ~ 1 Crore+",1676668
West Bengal,BASIRHAT,PALLAB SENGUPTA,0,CPI(M),MALE,0,70,GENERAL,Graduate,"Rs 60,37,297
 ~ 60 Lacs+","Rs 0
 ~",1678357
West Bengal,BASIRHAT,NUSRAT JAHAN RUHI,1,AITC,FEMALE,0,28,GENERAL,12th Pass,"Rs 2,90,88,391
 ~ 2 Crore+","Rs 1,68,81,608
 ~ 1 Crore+",1678357
West Bengal,BASIRHAT,QUAZI ABDUR RAHIM,0,INC,MALE,1,51,GENERAL,Post Graduate,"Rs 22,94,651
 ~ 22 Lacs+","Rs 0
 ~",1678357
West Bengal,BASIRHAT,SAYANTAN BASU,0,BJP,MALE,14,42,GENERAL,Post Graduate,"Rs 53,99,604
 ~ 53 Lacs+","Rs 0
 ~",1678357
Bihar,SAMASTIPUR (SC),SURAJ KUMAR DAS,0,IND,MALE,0,37,SC,Post Graduate,"Rs 14,32,734
 ~ 14 Lacs+","Rs 4,45,000
 ~ 4 Lacs+",1679030
Bihar,SAMASTIPUR (SC),VIDYA NAND RAM,0,WAP,MALE,0,46,SC,Post Graduate,"Rs 5,93,059
 ~ 5 Lacs+","Rs 0
 ~",1679030
Bihar,SAMASTIPUR (SC),RAMCHANDRA PASWAN,1,LJP,MALE,5,58,SC,10th Pass,"Rs 1,73,75,975
 ~ 1 Crore+","Rs 9,99,057
 ~ 9 Lacs+",1679030
Bihar,SAMASTIPUR (SC),ASHA DEVI,0,AAM,FEMALE,1,25,SC,Literate,"Rs 16,28,121
 ~ 16 Lacs+","Rs 51,000
 ~ 51 Thou+",1679030
Bihar,SAMASTIPUR (SC),MANTESH KUMAR,0,BSP,MALE,0,40,SC,Graduate,"Rs 25,40,500
 ~ 25 Lacs+","Rs 20,000
 ~ 20 Thou+",1679030
Bihar,SAMASTIPUR (SC),DR. ASHOK KUMAR,0,INC,MALE,0,64,SC,Graduate Professional,"Rs 2,03,96,690
 ~ 2 Crore+","Rs 0
 ~",1679030
Bihar,SAMASTIPUR (SC),VIJAY KUMAR RAM,0,VCSMP,MALE,0,32,SC,12th Pass,"Rs 33,000
 ~ 33 Thou+","Rs 50,000
 ~ 50 Thou+",1679030
Uttar Pradesh,RAMPUR,MOHAMMAD AZAM KHAN,1,SP,MALE,10,64,GENERAL,Graduate Professional,"Rs 4,61,24,814
 ~ 4 Crore+","Rs 0
 ~",1679506
Uttar Pradesh,RAMPUR,SANJAY KAPOOR,0,INC,MALE,0,56,GENERAL,Graduate Professional,"Rs 9,71,99,000
 ~ 9 Crore+","Rs 55,25,000
 ~ 55 Lacs+",1679506
Uttar Pradesh,RAMPUR,JAYAPRADA NAHATA,0,BJP,FEMALE,0,57,GENERAL,12th Pass,"Rs 27,92,73,009
 ~ 27 Crore+","Rs 1,62,04,374
 ~ 1 Crore+",1679506
Madhya Pradesh,REWA,VIKASH SINGH PATEL,0,BSP,MALE,0,36,GENERAL,Graduate,"Rs 1,51,56,991
 ~ 1 Crore+","Rs 31,00,000
 ~ 31 Lacs+",1679534
Madhya Pradesh,REWA,GIRIJESH SINGH SENGER,0,CPI(M),MALE,0,49,GENERAL,Post Graduate,"Rs 34,98,413
 ~ 34 Lacs+","Rs 2,65,000
 ~ 2 Lacs+",1679534
Madhya Pradesh,REWA,"SIDDHARTH TIWARI ""RAJ""",0,INC,MALE,0,34,GENERAL,Graduate Professional,"Rs 3,01,82,893
 ~ 3 Crore+","Rs 13,25,755
 ~ 13 Lacs+",1679534
Madhya Pradesh,REWA,JANARDAN MISHRA,1,BJP,MALE,0,62,GENERAL,Graduate Professional,"Rs 2,03,59,750
 ~ 2 Crore+","Rs 5,80,627
 ~ 5 Lacs+",1679534
Maharashtra,MUMBAI NORTH CENTRAL,ABDUR REHMAN ANJARIA,0,VBA,MALE,0,46,GENERAL,Doctorate,"Rs 10,00,402
 ~ 10 Lacs+","Rs 17,09,730
 ~ 17 Lacs+",1679891
Maharashtra,MUMBAI NORTH CENTRAL,DUTT PRIYA SUNIL,0,INC,FEMALE,0,52,GENERAL,Graduate,"Rs 96,20,96,603
 ~ 96 Crore+","Rs 3,60,57,947
 ~ 3 Crore+",1679891
Maharashtra,MUMBAI NORTH CENTRAL,POONAM MAHAJAN,1,BJP,FEMALE,2,38,GENERAL,Others,"Rs 2,22,42,513
 ~ 2 Crore+","Rs 0
 ~",1679891
Punjab,LUDHIANA,PROF. TEJ PAL SINGH GILL,0,AAP,MALE,0,32,GENERAL,Doctorate,"Rs 19,02,817
 ~ 19 Lacs+","Rs 0
 ~",1683325
Punjab,LUDHIANA,RAVNEET SINGH BITTU,1,INC,MALE,3,43,GENERAL,12th Pass,"Rs 5,42,81,096
 ~ 5 Crore+","Rs 33,31,266
 ~ 33 Lacs+",1683325
Punjab,LUDHIANA,SIMARJEET SINGH BAINS,0,LIP,MALE,8,48,GENERAL,Graduate,"Rs 12,34,12,923
 ~ 12 Crore+","Rs 1,24,43,000
 ~ 1 Crore+",1683325
Punjab,LUDHIANA,MAHESHINDER SINGH GREWAL,0,SAD,MALE,0,69,GENERAL,Graduate Professional,"Rs 4,16,21,765
 ~ 4 Crore+","Rs 0
 ~",1683325
